date,district,Cowpea,Ground Nuts,Maize,Onion,Pepper,Rice,Sesame,Sorghum,Tomato,Water Melon
2001-01-01,Baardheere,,,1.75,,,,,2.5,,
2001-01-01,Badhaadhe,,,720.0,,,,,150.0,,
2001-01-01,Balcad,,,2.8,,,,,1.1,,
2001-01-01,Baraawe,,,1.52,,,,,,,
2001-01-01,Baydhaba,,,,,,,,8.51,,
2001-01-01,Belet Weyne,,,150.0,,,,,25.0,,
2001-01-01,Belet Xaawo,,,32.0,,,,,20.0,,
2001-01-01,Borama,,,,,,,,,,
2001-01-01,Bu'aale,,,180.0,,,,,255.0,,
2001-01-01,Bulo Burto,,,150.0,,,,,600.0,,
2001-01-01,Burco,,,,,,,,,,
2001-01-01,Buur Hakaba,,,,,,,,4.75,,
2001-01-01,Cadale,,,,,,,,36.0,,
2001-01-01,Ceel Bur,,,,,,,,,,
2001-01-01,Ceel Dheer,,,,,,,,,,
2001-01-01,Diinsoor,,,,,,,,10.08,,
2001-01-01,Doolow,,,100.0,,,,,10.0,,
2001-01-01,El berde,,,,,,,,38.0,,
2001-01-01,Garbaharey/Burdhuubo,,,455.0,,,,,38.0,,
2001-01-01,Gebiley,,,,,,,,,,
2001-01-01,Hagar,,,30.0,,,,,40.0,,
2001-01-01,Hargeysa,,,,,,,,,,
2001-01-01,Hobyo,,,,,,,,,,
2001-01-01,Jalalaqsi,,,800.0,,,,,250.0,,
2001-01-01,Jamaame,,,180.0,,,,,,,
2001-01-01,Jilib,,,1.08,,,,,360.0,,
2001-01-01,Jowhar,,,7.4,,,,,850.0,,
2001-01-01,Kismaayo,,,128.0,,,,,,,
2001-01-01,Kurtunwaarey,,,4.29,,,,,,,
2001-01-01,Luuq,,,540.0,,,,,50.0,,
2001-01-01,Marka,,,15.2,,,,,210.0,,
2001-01-01,Owdweyne,,,,,,,,,,
2001-01-01,Qansax Dheere,,,,,,,,8.5,,
2001-01-01,Qoryooley,,,5.95,,,,,25.0,,
2001-01-01,Rab Dhuure,,,8.0,,,,,180.0,,
2001-01-01,Saakow,,,350.0,,,,,1.8,,
2001-01-01,Sablaale,,,700.0,,,,,,,
2001-01-01,Sheikh,,,,,,,,,,
2001-01-01,Tayeeglow,,,15.0,,,,,400.0,,
2001-01-01,Waajid,,,15.0,,,,,255.0,,
2001-01-01,Wanla weyn,,,,,,,,1.75,,
2001-01-01,Xarardheere,,,,,,,,,,
2001-01-01,Xudur,,,10.0,,,,,300.0,,
2001-07-01,Adan Yabaal,,,,,,,,48.0,,
2001-07-01,Afgooye,,,5.6,,,,,600.0,,
2001-07-01,Afmadow,,,460.0,,,,,30.0,,
2001-07-01,Baardheere,,,1.5,,,,,400.0,,
2001-07-01,Badhaadhe,,,1.05,,,,,75.0,,
2001-07-01,Balcad,,,3.12,,,,,3.75,,
2001-07-01,Baraawe,,,960.0,,,,,,,
2001-07-01,Baydhaba,,,50.0,,,,,1.0,,
2001-07-01,Belet Weyne,,,180.0,,,,,400.0,,
2001-07-01,Belet Xaawo,,,120.0,,,,,,,
2001-07-01,Borama,,,300.0,,,,,1.32,,
2001-07-01,Bu'aale,,,3.3,,,,,250.0,,
2001-07-01,Bulo Burto,,,300.0,,,,,240.0,,
2001-07-01,Burco,,,,,,,,,,
2001-07-01,Buur Hakaba,,,60.0,,,,,1.3,,
2001-07-01,Cadale,,,,,,,,28.0,,
2001-07-01,Ceel Bur,,,,,,,,,,
2001-07-01,Ceel Dheer,,,,,,,,,,
2001-07-01,Diinsoor,,,50.0,,,,,1.6,,
2001-07-01,Doolow,,,160.0,,,,,,,
2001-07-01,El berde,,,,,,,,100.0,,
2001-07-01,Garbaharey/Burdhuubo,,,706.0,,,,,,,
2001-07-01,Gebiley,,,1.0,,,,,3.57,,
2001-07-01,Hagar,,,32.0,,,,,48.0,,
2001-07-01,Hargeysa,,,250.0,,,,,1.08,,
2001-07-01,Hobyo,,,,,,,,,,
2001-07-01,Jalalaqsi,,,360.0,,,,,120.0,,
2001-07-01,Jamaame,,,4.5,,,,,,,
2001-07-01,Jilib,,,3.9,,,,,195.0,,
2001-07-01,Jowhar,,,8.56,,,,,4.0,,
2001-07-01,Kismaayo,,,960.0,,,,,,,
2001-07-01,Kurtunwaarey,,,8.76,,,,,,,
2001-07-01,Luuq,,,540.0,,,,,1.0,,
2001-07-01,Marka,,,26.82,,,,,,,
2001-07-01,Owdweyne,,,5.0,,,,,200.0,,
2001-07-01,Qansax Dheere,,,100.0,,,,,1.5,,
2001-07-01,Qoryooley,,,11.84,,,,,,,
2001-07-01,Rab Dhuure,,,,,,,,200.0,,
2001-07-01,Saakow,,,1.8,,,,,2.25,,
2001-07-01,Sablaale,,,1.96,,,,,,,
2001-07-01,Sheikh,,,,,,,,,,
2001-07-01,Tayeeglow,,,23.0,,,,,700.0,,
2001-07-01,Waajid,,,15.0,,,,,300.0,,
2001-07-01,Wanla weyn,,,,,,,,7.95,,
2001-07-01,Xarardheere,,,,,,,,,,
2001-07-01,Xudur,,,24.0,,,,,500.0,,
2002-01-01,Adan Yabaal,,,,,,,,175.0,,
2002-01-01,Afgooye,,,3.0,,,,,8.0,,
2002-01-01,Afmadow,,,120.0,,,,,38.0,,
2002-01-01,Baardheere,,,2.38,,,,,540.0,,
2002-01-01,Badhaadhe,,,350.0,,,,,100.0,,
2002-01-01,Balcad,,,4.0,,,,,3.0,,
2002-01-01,Baraawe,,,1.875,,,,,,,
2002-01-01,Baydhaba,,,,,,,,16.0,,
2002-01-01,Belet Weyne,,,1.05,,,,,2.1,,
2002-01-01,Belet Xaawo,,,30.0,,,,,,,
2002-01-01,Borama,,,,,,,,,,
2002-01-01,Bu'aale,,,250.0,,,,,525.0,,
2002-01-01,Bulo Burto,,,750.0,,,,,4.0,,
2002-01-01,Burco,,,,,,,,,,
2002-01-01,Buur Hakaba,,,,,,,,2.5,,
2002-01-01,Cadale,,,,,,,,88.0,,
2002-01-01,Ceel Bur,,,,,,,,,,
2002-01-01,Ceel Dheer,,,,,,,,,,
2002-01-01,Diinsoor,,,,,,,,14.0,,
2002-01-01,Doolow,,,90.0,,,,,,,
2002-01-01,El berde,,,,,,,,50.0,,
2002-01-01,Garbaharey/Burdhuubo,,,385.0,,,,,,,
2002-01-01,Gebiley,,,,,,,,,,
2002-01-01,Hagar,,,30.0,,,,,140.0,,
2002-01-01,Hargeysa,,,,,,,,,,
2002-01-01,Hobyo,,,,,,,,,,
2002-01-01,Jalalaqsi,,,1.2,,,,,2.4,,
2002-01-01,Jamaame,,,80.0,,,,,,,
2002-01-01,Jilib,,,1.25,,,,,210.0,,
2002-01-01,Jowhar,,,10.0,,,,,4.5,,
2002-01-01,Kismaayo,,,250.0,,,,,,,
2002-01-01,Kurtunwaarey,,,5.85,,,,,,,
2002-01-01,Luuq,,,350.0,,,,,,,
2002-01-01,Marka,,,14.4,,,,,600.0,,
2002-01-01,Owdweyne,,,,,,,,,,
2002-01-01,Qansax Dheere,,,,,,,,5.4,,
2002-01-01,Qoryooley,,,7.0,,,,,680.0,,
2002-01-01,Rab Dhuure,,,,,,,,160.0,,
2002-01-01,Saakow,,,320.0,,,,,945.0,,
2002-01-01,Sablaale,,,2.25,,,,,,,
2002-01-01,Sheikh,,,,,,,,,,
2002-01-01,Tayeeglow,,,100.0,,,,,700.0,,
2002-01-01,Waajid,,,20.0,,,,,300.0,,
2002-01-01,Wanla weyn,,,,,,,,15.4,,
2002-01-01,Xarardheere,,,,,,,,,,
2002-01-01,Xudur,,,20.0,,,,,600.0,,
2002-07-01,Adan Yabaal,,,,,,,,20.0,,
2002-07-01,Afgooye,,,12.6,,,,,,,
2002-07-01,Afmadow,,,220.0,,,,,10.0,,
2002-07-01,Baardheere,,,823.0,,,,,2.533,,
2002-07-01,Badhaadhe,,,600.0,,,,,40.0,,
2002-07-01,Balcad,,,4.0,,,,,3.2,,
2002-07-01,Baraawe,,,6.0,,,,,,,
2002-07-01,Baydhaba,,,3.7,,,,,19.74,,
2002-07-01,Belet Weyne,,,160.0,,,,,210.0,,
2002-07-01,Belet Xaawo,,,30.0,,,,,,,
2002-07-01,Borama,,,360.0,,,,,1.0,,
2002-07-01,Bu'aale,,,2.88,,,,,495.0,,
2002-07-01,Bulo Burto,,,200.0,,,,,,,
2002-07-01,Burco,,,,,,,,,,
2002-07-01,Buur Hakaba,,,510.0,,,,,7.29,,
2002-07-01,Cadale,,,,,,,,9.0,,
2002-07-01,Ceel Bur,,,,,,,,,,
2002-07-01,Ceel Dheer,,,,,,,,,,
2002-07-01,Diinsoor,,,1.35,,,,,17.39,,
2002-07-01,Doolow,,,60.0,,,,,,,
2002-07-01,El berde,,,,,,,,75.0,,
2002-07-01,Garbaharey/Burdhuubo,,,380.0,,,,,130.0,,
2002-07-01,Gebiley,,,400.0,,,,,5.2,,
2002-07-01,Hagar,,,240.0,,,,,36.0,,
2002-07-01,Hargeysa,,,320.0,,,,,1.4,,
2002-07-01,Hobyo,,,,,,,,,,
2002-07-01,Jalalaqsi,,,100.0,,,,,,,
2002-07-01,Jamaame,,,4.8,,,,,,,
2002-07-01,Jilib,,,4.2,,,,,113.0,,
2002-07-01,Jowhar,,,8.35,,,,,5.2,,
2002-07-01,Kismaayo,,,800.0,,,,,,,
2002-07-01,Kurtunwaarey,,,16.1,,,,,,,
2002-07-01,Luuq,,,90.0,,,,,,,
2002-07-01,Marka,,,38.5,,,,,,,
2002-07-01,Owdweyne,,,,,,,,200.0,,
2002-07-01,Qansax Dheere,,,1.36,,,,,11.84,,
2002-07-01,Qoryooley,,,15.3,,,,,300.0,,
2002-07-01,Rab Dhuure,,,,,,,,225.0,,
2002-07-01,Saakow,,,2.1,,,,,1.8,,
2002-07-01,Sablaale,,,3.52,,,,,,,
2002-07-01,Sheikh,,,,,,,,,,
2002-07-01,Tayeeglow,,,15.0,,,,,300.0,,
2002-07-01,Waajid,,,,,,,,180.0,,
2002-07-01,Wanla weyn,,,,,,,,8.4,,
2002-07-01,Xarardheere,,,,,,,,,,
2002-07-01,Xudur,,,30.0,,,,,375.0,,
2003-01-01,Adan Yabaal,,,,,,,,275.0,,
2003-01-01,Afgooye,,,6.6,,,,,8.4,,
2003-01-01,Afmadow,,,150.0,,,,,50.0,,
2003-01-01,Baardheere,,,1.428,,,,,6.0,,
2003-01-01,Badhaadhe,,,210.0,,,,,80.0,,
2003-01-01,Balcad,,,6.0,,,,,4.0,,
2003-01-01,Baraawe,,,800.0,,,,,,,
2003-01-01,Baydhaba,,,,,,,,15.58,,
2003-01-01,Belet Weyne,,,1.2,,,,,4.8,,
2003-01-01,Belet Xaawo,,,180.0,,,,,50.0,,
2003-01-01,Borama,,,,,,,,,,
2003-01-01,Bu'aale,,,720.0,,,,,750.0,,
2003-01-01,Bulo Burto,,,1.2,,,,,3.0,,
2003-01-01,Burco,,,,,,,,,,
2003-01-01,Buur Hakaba,,,,,,,,5.75,,
2003-01-01,Cadale,,,,,,,,106.0,,
2003-01-01,Ceel Bur,,,,,,,,,,
2003-01-01,Ceel Dheer,,,,,,,,,,
2003-01-01,Diinsoor,,,,,,,,11.9,,
2003-01-01,Doolow,,,300.0,,,,,60.0,,
2003-01-01,El berde,,,8.0,,,,,75.0,,
2003-01-01,Garbaharey/Burdhuubo,,,265.0,,,,,510.0,,
2003-01-01,Gebiley,,,,,,,,,,
2003-01-01,Hagar,,,250.0,,,,,80.0,,
2003-01-01,Hargeysa,,,,,,,,,,
2003-01-01,Hobyo,,,,,,,,,,
2003-01-01,Jalalaqsi,,,1.2,,,,,2.1,,
2003-01-01,Jamaame,,,270.0,,,,,,,
2003-01-01,Jilib,,,720.0,,,,,100.0,,
2003-01-01,Jowhar,,,15.9,,,,,6.6,,
2003-01-01,Kismaayo,,,175.0,,,,,,,
2003-01-01,Kurtunwaarey,,,4.51,,,,,,,
2003-01-01,Luuq,,,700.0,,,,,150.0,,
2003-01-01,Marka,,,25.5,,,,,900.0,,
2003-01-01,Owdweyne,,,,,,,,,,
2003-01-01,Qansax Dheere,,,,,,,,9.9,,
2003-01-01,Qoryooley,,,4.41,,,,,750.0,,
2003-01-01,Rab Dhuure,,,175.0,,,,,320.0,,
2003-01-01,Saakow,,,210.0,,,,,1.5,,
2003-01-01,Sablaale,,,1.44,,,,,,,
2003-01-01,Sheikh,,,,,,,,,,
2003-01-01,Tayeeglow,,,300.0,,,,,1.32,,
2003-01-01,Waajid,,,,,,,,360.0,,
2003-01-01,Wanla weyn,,,,,,,,10.8,,
2003-01-01,Xarardheere,,,,,,,,,,
2003-01-01,Xudur,,,375.0,,,,,840.0,,
2003-07-01,Adan Yabaal,,,,,,,,114.0,,
2003-07-01,Afgooye,,,13.35,,,,,,,
2003-07-01,Afmadow,,,978.0,,,,,30.0,,
2003-07-01,Baardheere,,,2.16,,,,,1.35,,
2003-07-01,Badhaadhe,,,1.274,,,,,18.0,,
2003-07-01,Balcad,,,3.85,,,,,900.0,,
2003-07-01,Baraawe,,,3.5,,,,,,,
2003-07-01,Baydhaba,,,3.0,,,,,10.15,,
2003-07-01,Belet Weyne,,,100.0,,,,,200.0,,
2003-07-01,Belet Xaawo,,,30.0,,,,,,,
2003-07-01,Borama,,,1.068,,,,,3.045,,
2003-07-01,Bu'aale,,,250.0,,,,,495.0,,
2003-07-01,Bulo Burto,,,100.0,,,,,150.0,,
2003-07-01,Burco,,,,,,,,,,
2003-07-01,Buur Hakaba,,,600.0,,,,,7.2,,
2003-07-01,Cadale,,,,,,,,72.0,,
2003-07-01,Ceel Bur,,,,,,,,,,
2003-07-01,Ceel Dheer,,,,,,,,,,
2003-07-01,Diinsoor,,,100.0,,,,,4.2,,
2003-07-01,Doolow,,,100.0,,,,,,,
2003-07-01,El berde,,,1.0,,,,,9.0,,
2003-07-01,Garbaharey/Burdhuubo,,,470.0,,,,,315.0,,
2003-07-01,Gebiley,,,1.736,,,,,18.365,,
2003-07-01,Hagar,,,130.0,,,,,70.0,,
2003-07-01,Hargeysa,,,475.0,,,,,3.132,,
2003-07-01,Hobyo,,,,,,,,,,
2003-07-01,Jalalaqsi,,,300.0,,,,,40.0,,
2003-07-01,Jamaame,3.3,,3.3,,,,,,,
2003-07-01,Jilib,,,2.0,,,,,38.0,,
2003-07-01,Jowhar,,,9.65,,,,,1.5,,
2003-07-01,Kismaayo,,,800.0,,,,,,,
2003-07-01,Kurtunwaarey,,,11.5,,,,,,,
2003-07-01,Luuq,,,240.0,,,,,,,
2003-07-01,Marka,,,40.85,,,,,,,
2003-07-01,Owdweyne,,,10.0,,,,,385.0,,
2003-07-01,Qansax Dheere,,,800.0,,,,,3.0,,
2003-07-01,Qoryooley,,,15.638,,,,,80.0,,
2003-07-01,Rab Dhuure,,,16.0,,,,,31.0,,
2003-07-01,Saakow,,,180.0,,,,,2.4,,
2003-07-01,Sablaale,,,3.2,,,,,,,
2003-07-01,Sheikh,,,,,,,,,,
2003-07-01,Tayeeglow,,,19.0,,,,,45.0,,
2003-07-01,Waajid,,,,,,,,162.0,,
2003-07-01,Wanla weyn,,,,,,,,5.2,,
2003-07-01,Xarardheere,,,,,,,,,,
2003-07-01,Xudur,,,20.0,,,,,33.0,,
2004-01-01,Adan Yabaal,,,,,,,,3.0,,
2004-01-01,Afgooye,,,5.4,,,,,3.0,,
2004-01-01,Afmadow,,,150.0,,,,,30.0,,
2004-01-01,Baardheere,,,1.25,,,,,5.7,,
2004-01-01,Badhaadhe,,,200.0,,,,,28.0,,
2004-01-01,Balcad,,,3.6,,,,,5.0,,
2004-01-01,Baraawe,,,250.0,,,,,,,
2004-01-01,Baydhaba,,,500.0,,,,,5.0,,
2004-01-01,Belet Weyne,,,150.0,,,,,1.2,,
2004-01-01,Belet Xaawo,,,30.0,,,,,30.0,,
2004-01-01,Borama,,,,,,,,,,
2004-01-01,Bu'aale,,,320.0,,,,,750.0,,
2004-01-01,Bulo Burto,,,280.0,,,,,1.0,,
2004-01-01,Burco,,,,,,,,,,
2004-01-01,Buur Hakaba,,,400.0,,,,,2.5,,
2004-01-01,Cadale,,,,,,,,3.0,,
2004-01-01,Ceel Bur,,,,,,,,,,
2004-01-01,Ceel Dheer,,,,,,,,,,
2004-01-01,Diinsoor,,,400.0,,,,,12.0,,
2004-01-01,Doolow,,,80.0,,,,,30.0,,
2004-01-01,El berde,,,,,,,,,,
2004-01-01,Garbaharey/Burdhuubo,,,184.0,,,,,76.0,,
2004-01-01,Gebiley,,,,,,,,,,
2004-01-01,Hagar,,,150.0,,,,,20.0,,
2004-01-01,Hargeysa,,,,,,,,,,
2004-01-01,Hobyo,,,,,,,,,,
2004-01-01,Jalalaqsi,,,200.0,,,,,640.0,,
2004-01-01,Jamaame,,,240.0,,,,,,,
2004-01-01,Jilib,,,920.0,,,,,,,
2004-01-01,Jowhar,,,7.8,,,,,1.4,,
2004-01-01,Kismaayo,,,200.0,,,,,,,
2004-01-01,Kurtunwaarey,,,3.85,,,,,,,
2004-01-01,Luuq,,,280.0,,,,,100.0,,
2004-01-01,Marka,,,14.0,,,,,450.0,,
2004-01-01,Owdweyne,,,,,,,,,,
2004-01-01,Qansax Dheere,,,800.0,,,,,10.0,,
2004-01-01,Qoryooley,,,5.5,,,,,800.0,,
2004-01-01,Rab Dhuure,,,,,,,,,,
2004-01-01,Saakow,,,320.0,,,,,1.5,,
2004-01-01,Sablaale,,,490.0,,,,,,,
2004-01-01,Sheikh,,,,,,,,,,
2004-01-01,Tayeeglow,,,,,,,,,,
2004-01-01,Waajid,,,,,,,,363.0,,
2004-01-01,Wanla weyn,,,,,,,,6.4,,
2004-01-01,Xarardheere,,,,,,,,,,
2004-01-01,Xudur,,,,,,,,,,
2004-07-01,Adan Yabaal,,,,,,,,,,
2004-07-01,Afgooye,,,13.75,,,,,,,
2004-07-01,Afmadow,,,15.0,,,,,25.0,,
2004-07-01,Baardheere,,,1.5,,,,,2.88,,
2004-07-01,Badhaadhe,,,240.0,,,,,45.0,,
2004-07-01,Balcad,,,4.8,,,,,,,
2004-07-01,Baraawe,,,1.8,,,,,,,
2004-07-01,Baydhaba,,,2.4,,,,,7.5,,
2004-07-01,Belet Weyne,,,240.0,,,,,540.0,,
2004-07-01,Belet Xaawo,,,24.0,,,,,,,
2004-07-01,Borama,,,840.0,,,,,3.75,,
2004-07-01,Bu'aale,,,180.0,,,,,99.0,,
2004-07-01,Bulo Burto,,,900.0,,,,,1.2,,
2004-07-01,Burco,,,48.0,,,,,112.0,,
2004-07-01,Buur Hakaba,,,900.0,,,,,5.4,,
2004-07-01,Cadale,,,,,,,,,,
2004-07-01,Ceel Bur,,,,,,,,,,
2004-07-01,Ceel Dheer,,,,,,,,,,
2004-07-01,Diinsoor,,,400.0,,,,,5.2,,
2004-07-01,Doolow,,,40.0,,,,,,,
2004-07-01,El berde,,,,,,,,16.0,,
2004-07-01,Garbaharey/Burdhuubo,,,34.0,,,,,7.0,,
2004-07-01,Gebiley,,,1.26,,,,,8.4,,
2004-07-01,Hagar,,,90.0,,,,,175.0,,
2004-07-01,Hargeysa,,,480.0,,,,,775.0,,
2004-07-01,Hobyo,,,,,,,,,,
2004-07-01,Jalalaqsi,,,1.4,,,,,150.0,,
2004-07-01,Jamaame,,,106.0,,,,,,,
2004-07-01,Jilib,,,720.0,,,,,,,
2004-07-01,Jowhar,,,10.4,,,,,2.3,,
2004-07-01,Kismaayo,,,160.0,,,,,,,
2004-07-01,Kurtunwaarey,,,14.86,,,,,,,
2004-07-01,Luuq,,,200.0,,,,,,,
2004-07-01,Marka,,,21.0,,,,,,,
2004-07-01,Owdweyne,,,34.0,,,,,1.17,,
2004-07-01,Qansax Dheere,,,400.0,,,,,4.6,,
2004-07-01,Qoryooley,,,10.2,,,,,,,
2004-07-01,Rab Dhuure,,,,,,,,36.0,,
2004-07-01,Saakow,,,240.0,,,,,720.0,,
2004-07-01,Sablaale,,,2.0,,,,,,,
2004-07-01,Sheikh,,,26.0,,,,,185.0,,
2004-07-01,Tayeeglow,,,7.0,,,,,128.0,,
2004-07-01,Waajid,,,,,,,,180.0,,
2004-07-01,Wanla weyn,,,,,,,,5.0,,
2004-07-01,Xarardheere,,,,,,,,,,
2004-07-01,Xudur,,,10.0,,,,,92.0,,
2005-01-01,Adan Yabaal,,,,,,,,,,
2005-01-01,Afgooye,,,4.0,,,,560.0,9.42,,
2005-01-01,Afmadow,20.0,,150.0,,,,,24.0,,
2005-01-01,Baardheere,480.0,,2.45,,,,900.0,10.5,,
2005-01-01,Badhaadhe,16.0,,180.0,,,,9.0,18.0,,
2005-01-01,Balcad,,,2.1,,,,700.0,1.5,,
2005-01-01,Baraawe,,,720.0,,,,1.5,,,
2005-01-01,Baydhaba,,,1.4,,,,,9.0,,
2005-01-01,Belet Weyne,,,360.0,,,,,5.98,,
2005-01-01,Belet Xaawo,,,300.0,,,,,56.0,,
2005-01-01,Borama,,,,,,,,,,
2005-01-01,Bu'aale,23.0,,400.0,,,,750.0,1.25,,
2005-01-01,Bulo Burto,,,720.0,,,,,2.88,,
2005-01-01,Burco,,,,,,,,,,
2005-01-01,Buur Hakaba,,,600.0,,,,,14.0,,
2005-01-01,Cadale,,,,,,,,,,
2005-01-01,Ceel Bur,,,,,,,,,,
2005-01-01,Ceel Dheer,,,,,,,,,,
2005-01-01,Diinsoor,,,400.0,,,,,10.0,,
2005-01-01,Doolow,,,280.0,,,,,80.0,,
2005-01-01,El berde,,,28.0,,,,,59.0,,
2005-01-01,Garbaharey/Burdhuubo,14.0,,285.0,,,,26.0,180.0,,
2005-01-01,Gebiley,,,,,,,,,,
2005-01-01,Hagar,4.0,,40.0,,,,2.0,40.0,,
2005-01-01,Hargeysa,,,,,,,,,,
2005-01-01,Hobyo,,,,,,,,,,
2005-01-01,Jalalaqsi,,,650.0,,,,180.0,875.0,,
2005-01-01,Jamaame,30.0,,372.0,,,,729.0,,,
2005-01-01,Jilib,15.0,,480.0,,,,450.0,,,
2005-01-01,Jowhar,,,2.875,,,,1.38,1.92,,
2005-01-01,Kismaayo,2.0,,148.0,,,,141.0,,,
2005-01-01,Kurtunwaarey,,,1.33,,,,8.3,,,
2005-01-01,Luuq,,,900.0,,,,,200.0,,
2005-01-01,Marka,,,7.16,,,,1.6,800.0,,
2005-01-01,Owdweyne,,,,,,,,,,
2005-01-01,Qansax Dheere,,,400.0,,,,,7.8,,
2005-01-01,Qoryooley,,,735.0,,,,1.68,500.0,,
2005-01-01,Rab Dhuure,,,31.0,,,,,172.0,,
2005-01-01,Saakow,12.0,,160.0,,,,600.0,3.0,,
2005-01-01,Sablaale,,,600.0,,,,1.02,,,
2005-01-01,Sheikh,,,,,,,,,,
2005-01-01,Tayeeglow,,,93.0,,,,,898.0,,
2005-01-01,Waajid,,,,,,,,600.0,,
2005-01-01,Wanla weyn,,,,,,,400.0,11.9,,
2005-01-01,Xarardheere,,,,,,,,,,
2005-01-01,Xudur,,,93.0,,,,,730.0,,
2005-07-01,Adan Yabaal,,,,,,,,,,
2005-07-01,Afgooye,,,4.0,,,,,,,
2005-07-01,Afmadow,,,70.0,,,,,18.0,,
2005-07-01,Baardheere,,,261.0,,,,,70.0,,
2005-07-01,Badhaadhe,,,200.0,,,,,24.0,,
2005-07-01,Balcad,,,3.6,,,,,850.0,,
2005-07-01,Baraawe,,,600.0,,,,,,,
2005-07-01,Baydhaba,,,1.0,,,,,7.5,,
2005-07-01,Belet Weyne,,,,,,,,50.0,,
2005-07-01,Belet Xaawo,,,50.0,,,,,,,
2005-07-01,Borama,,,1.553,,,,,3.451,,
2005-07-01,Bu'aale,600.0,,2.432,,,,140.0,12.0,,
2005-07-01,Bulo Burto,,,,,,,,60.0,,
2005-07-01,Burco,,,20.0,,,,,138.0,,
2005-07-01,Buur Hakaba,,,400.0,,,,,1.0,,
2005-07-01,Cadale,,,,,,,,75.0,,
2005-07-01,Ceel Bur,,,,,,,,,,
2005-07-01,Ceel Dheer,,,,,,,,,,
2005-07-01,Diinsoor,,,100.0,,,,,2.0,,
2005-07-01,Doolow,,,75.0,,,,,,,
2005-07-01,El berde,,,,,,,,,,
2005-07-01,Garbaharey/Burdhuubo,,,27.0,,,,,8.0,,
2005-07-01,Gebiley,,,1.8,,,,,15.249,,
2005-07-01,Hagar,,,2.0,,,,,10.0,,
2005-07-01,Hargeysa,,,1.17,,,,,1.548,,
2005-07-01,Hobyo,,,,,,,,,,
2005-07-01,Jalalaqsi,,,,,,,,30.0,,
2005-07-01,Jamaame,,,336.0,,,,,,,
2005-07-01,Jilib,,,1.815,,,,,75.0,,
2005-07-01,Jowhar,,,12.4,,,,,3.5,,
2005-07-01,Kismaayo,,,180.0,,,,,,,
2005-07-01,Kurtunwaarey,,,7.2,,,,,,,
2005-07-01,Luuq,,,50.0,,,,,,,
2005-07-01,Marka,,,12.0,,,,,,,
2005-07-01,Owdweyne,,,40.0,,,,,660.0,,
2005-07-01,Qansax Dheere,,,100.0,,,,,800.0,,
2005-07-01,Qoryooley,,,9.2,,,,,,,
2005-07-01,Rab Dhuure,,,,,,,,19.0,,
2005-07-01,Saakow,320.0,,1.37,,,,120.0,20.0,,
2005-07-01,Sablaale,,,2.24,,,,,,,
2005-07-01,Sheikh,,,20.0,,,,,66.0,,
2005-07-01,Tayeeglow,,,74.0,,,,,622.0,,
2005-07-01,Waajid,,,,,,,,140.0,,
2005-07-01,Wanla weyn,,,,,,,,1.5,,
2005-07-01,Xarardheere,,,,,,,,,,
2005-07-01,Xudur,,,61.0,,,,,62.0,,
2006-01-01,Adan Yabaal,,,,,,,,10.0,,
2006-01-01,Afgooye,,,2.0,,,,,1.6,,
2006-01-01,Afmadow,,,6.0,,,,,,,
2006-01-01,Baardheere,,,504.0,,,,,210.0,,
2006-01-01,Badhaadhe,,,,,,,,,,
2006-01-01,Balcad,,,2.0,,,,,1.0,,
2006-01-01,Baraawe,,,,,,,,,,
2006-01-01,Baydhaba,,,200.0,,,,,2.0,,
2006-01-01,Belet Weyne,,,120.0,,,,,540.0,,
2006-01-01,Belet Xaawo,,,32.0,,,,,,,
2006-01-01,Borama,,,,,,,,,,
2006-01-01,Bu'aale,,,70.0,,,,,30.0,,
2006-01-01,Bulo Burto,,,,,,,,210.0,,
2006-01-01,Burco,,,,,,,,,,
2006-01-01,Buur Hakaba,,,100.0,,,,,2.25,,
2006-01-01,Cadale,,,,,,,,10.0,,
2006-01-01,Ceel Bur,,,,,,,,,,
2006-01-01,Ceel Dheer,,,,,,,,,,
2006-01-01,Diinsoor,,,80.0,,,,,1.0,,
2006-01-01,Doolow,,,,,,,,,,
2006-01-01,El berde,,,,,,,,,,
2006-01-01,Garbaharey/Burdhuubo,,,68.0,,,,,,,
2006-01-01,Gebiley,,,,,,,,,,
2006-01-01,Hagar,,,18.0,,,,,,,
2006-01-01,Hargeysa,,,,,,,,,,
2006-01-01,Hobyo,,,,,,,,,,
2006-01-01,Jalalaqsi,,,350.0,,,,,,,
2006-01-01,Jamaame,,,,,,,,,,
2006-01-01,Jilib,,,60.0,,,,,,,
2006-01-01,Jowhar,,,2.5,,,,,1.8,,
2006-01-01,Kismaayo,,,,,,,,,,
2006-01-01,Kurtunwaarey,,,6.6,,,,,,,
2006-01-01,Luuq,,,40.0,,,,,,,
2006-01-01,Marka,,,7.2,,,,,30.0,,
2006-01-01,Owdweyne,,,,,,,,,,
2006-01-01,Qansax Dheere,,,50.0,,,,,1.4,,
2006-01-01,Qoryooley,,,5.1,,,,,750.0,,
2006-01-01,Rab Dhuure,,,,,,,,,,
2006-01-01,Saakow,,,70.0,,,,,70.0,,
2006-01-01,Sablaale,,,850.0,,,,,,,
2006-01-01,Sheikh,,,,,,,,,,
2006-01-01,Tayeeglow,,,,,,,,166.0,,
2006-01-01,Waajid,,,,,,,,30.0,,
