date,district,Average of centy,Average of centx
2019-02-01,Cadaado,6.130694,47.03673
2019-03-01,Cadaado,6.130694,47.03673
2019-04-01,Cadaado,6.130694,47.03673
2019-05-01,Cadaado,6.130694,47.03673
2019-06-01,Cadaado,6.130694,47.03673
2019-07-01,Cadaado,6.130694,47.03673
2019-08-01,Cadaado,6.130694,47.03673
2019-09-01,Cadaado,6.130694,47.03673
2019-10-01,Cadaado,6.130694,47.03673
2019-11-01,Cadaado,6.130694,47.03673
2019-12-01,Cadaado,6.130694,47.03673
2020-01-01,Cadaado,6.130694,47.03673
2020-02-01,Cadaado,6.130694,47.03673
2016-02-01,Cadale,3.091515,46.26282
2016-03-01,Cadale,3.091515,46.26282
2016-04-01,Cadale,3.091515,46.26282
2016-05-01,Cadale,3.091515,46.26282
2016-06-01,Cadale,3.091515,46.26282
2016-07-01,Cadale,3.091515,46.26282
2016-08-01,Cadale,3.091515,46.26282
2016-09-01,Cadale,3.091515,46.26282
2016-10-01,Cadale,3.091515,46.26282
2016-11-01,Cadale,3.091515,46.26282
2016-12-01,Cadale,3.091515,46.26282
2017-01-01,Cadale,3.091515,46.26282
2017-02-01,Cadale,3.091515,46.26282
2017-03-01,Cadale,3.091515,46.26282
2017-04-01,Cadale,3.091515,46.26282
2017-05-01,Cadale,3.091515,46.26282
2017-06-01,Cadale,3.091515,46.26282
2017-07-01,Cadale,3.091515,46.26282
2017-08-01,Cadale,3.091515,46.26282
2017-09-01,Cadale,3.091515,46.26282
2017-10-01,Cadale,3.091515,46.26282
2017-11-01,Cadale,3.091515,46.26282
2017-12-01,Cadale,3.091515,46.26282
2018-01-01,Cadale,3.091515,46.26282
2018-02-01,Cadale,3.091515,46.26282
2018-03-01,Cadale,3.091515,46.26282
2018-04-01,Cadale,3.091515,46.26282
2018-05-01,Cadale,3.091515,46.26282
2018-06-01,Cadale,3.091515,46.26282
2018-07-01,Cadale,3.091515,46.26282
2018-08-01,Cadale,3.091515,46.26282
2018-09-01,Cadale,3.091515,46.26282
2018-10-01,Cadale,3.091515,46.26282
2018-11-01,Cadale,3.091515,46.26282
2018-12-01,Cadale,3.091515,46.26282
2019-01-01,Cadale,3.091515,46.26282
2019-02-01,Cadale,3.091515,46.26282
2019-03-01,Cadale,3.091515,46.26282
2019-04-01,Cadale,3.091515,46.26282
2019-05-01,Cadale,3.091515,46.26282
2019-06-01,Cadale,3.091515,46.26282
2019-07-01,Cadale,3.091515,46.26282
2019-08-01,Cadale,3.091515,46.26282
2019-09-01,Cadale,3.091515,46.26282
2019-10-01,Cadale,3.091515,46.26282
2019-11-01,Cadale,3.091515,46.26282
2019-12-01,Cadale,3.091515,46.26282
2020-01-01,Cadale,3.091515,46.26282
2020-02-01,Cadale,3.091515,46.26282
2016-02-01,Caluula,11.66822,50.79402
2016-03-01,Caluula,11.66822,50.79402
2016-04-01,Caluula,11.66822,50.79402
2016-05-01,Caluula,11.66822,50.79402
2016-06-01,Caluula,11.66822,50.79402
2016-07-01,Caluula,11.66822,50.79402
2016-08-01,Caluula,11.66822,50.79402
2016-09-01,Caluula,11.66822,50.79402
2016-10-01,Caluula,11.66822,50.79402
2016-11-01,Caluula,11.66822,50.79402
2016-12-01,Caluula,11.66822,50.79402
2017-01-01,Caluula,11.66822,50.79402
2017-02-01,Caluula,11.66822,50.79402
2017-03-01,Caluula,11.66822,50.79402
2017-04-01,Caluula,11.66822,50.79402
2017-05-01,Caluula,11.66822,50.79402
2017-06-01,Caluula,11.66822,50.79402
2017-07-01,Caluula,11.66822,50.79402
2017-08-01,Caluula,11.66822,50.79402
2017-09-01,Caluula,11.66822,50.79402
2017-10-01,Caluula,11.66822,50.79402
2017-11-01,Caluula,11.66822,50.79402
2017-12-01,Caluula,11.66822,50.79402
2018-01-01,Caluula,11.66822,50.79402
2018-02-01,Caluula,11.66822,50.79402
2018-03-01,Caluula,11.66822,50.79402
2018-04-01,Caluula,11.66822,50.79402
2018-05-01,Caluula,11.66822,50.79402
2018-06-01,Caluula,11.66822,50.79402
2018-07-01,Caluula,11.66822,50.79402
2018-08-01,Caluula,11.66822,50.79402
2018-09-01,Caluula,11.66822,50.79402
2018-10-01,Caluula,11.66822,50.79402
2018-11-01,Caluula,11.66822,50.79402
2018-12-01,Caluula,11.66822,50.79402
2019-01-01,Caluula,11.66822,50.79402
2019-02-01,Caluula,11.66822,50.79402
2019-03-01,Caluula,11.66822,50.79402
2019-04-01,Caluula,11.66822,50.79402
2019-05-01,Caluula,11.66822,50.79402
2019-06-01,Caluula,11.66822,50.79402
2019-07-01,Caluula,11.66822,50.79402
2019-08-01,Caluula,11.66822,50.79402
2019-09-01,Caluula,11.66822,50.79402
2019-10-01,Caluula,11.66822,50.79402
2019-11-01,Caluula,11.66822,50.79402
2019-12-01,Caluula,11.66822,50.79402
2020-01-01,Caluula,11.66822,50.79402
2020-02-01,Caluula,11.66822,50.79402
2016-02-01,Caynabo,9.282376,46.49009
2016-03-01,Caynabo,9.282376,46.49009
2016-04-01,Caynabo,9.282376,46.49009
2016-05-01,Caynabo,9.282376,46.49009
2016-06-01,Caynabo,9.282376,46.49009
2016-07-01,Caynabo,9.282376,46.49009
2016-08-01,Caynabo,9.282376,46.49009
2016-09-01,Caynabo,9.282376,46.49009
2016-10-01,Caynabo,9.282376,46.49009
2016-11-01,Caynabo,9.282376,46.49009
2016-12-01,Caynabo,9.282376,46.49009
2017-01-01,Caynabo,9.282376,46.49009
2017-02-01,Caynabo,9.282376,46.49009
2017-03-01,Caynabo,9.282376,46.49009
2017-04-01,Caynabo,9.282376,46.49009
2017-05-01,Caynabo,9.282376,46.49009
2017-06-01,Caynabo,9.282376,46.49009
2017-07-01,Caynabo,9.282376,46.49009
2017-08-01,Caynabo,9.282376,46.49009
2017-09-01,Caynabo,9.282376,46.49009
2017-10-01,Caynabo,9.282376,46.49009
2017-11-01,Caynabo,9.282376,46.49009
2017-12-01,Caynabo,9.282376,46.49009
2018-01-01,Caynabo,9.282376,46.49009
2018-02-01,Caynabo,9.282376,46.49009
2018-03-01,Caynabo,9.282376,46.49009
2018-04-01,Caynabo,9.282376,46.49009
2018-05-01,Caynabo,9.282376,46.49009
2018-06-01,Caynabo,9.282376,46.49009
2018-07-01,Caynabo,9.282376,46.49009
2018-08-01,Caynabo,9.282376,46.49009
2018-09-01,Caynabo,9.282376,46.49009
2018-10-01,Caynabo,9.282376,46.49009
2018-11-01,Caynabo,9.282376,46.49009
2018-12-01,Caynabo,9.282376,46.49009
2019-01-01,Caynabo,9.282376,46.49009
2019-02-01,Caynabo,9.282376,46.49009
2019-03-01,Caynabo,9.282376,46.49009
2019-04-01,Caynabo,9.282376,46.49009
2019-05-01,Caynabo,9.282376,46.49009
2019-06-01,Caynabo,9.282376,46.49009
2019-07-01,Caynabo,9.282376,46.49009
2019-08-01,Caynabo,9.282376,46.49009
2019-09-01,Caynabo,9.282376,46.49009
2019-10-01,Caynabo,9.282376,46.49009
2019-11-01,Caynabo,9.282376,46.49009
2019-12-01,Caynabo,9.282376,46.49009
2020-01-01,Caynabo,9.282376,46.49009
2020-02-01,Caynabo,9.282376,46.49009
2016-02-01,Ceel Afweyn,10.14797,46.68845
2016-03-01,Ceel Afweyn,10.14797,46.68845
2016-04-01,Ceel Afweyn,10.14797,46.68845
2016-05-01,Ceel Afweyn,10.14797,46.68845
2016-06-01,Ceel Afweyn,10.14797,46.68845
2016-07-01,Ceel Afweyn,10.14797,46.68845
2016-08-01,Ceel Afweyn,10.14797,46.68845
2016-09-01,Ceel Afweyn,10.14797,46.68845
2016-10-01,Ceel Afweyn,10.14797,46.68845
2016-11-01,Ceel Afweyn,10.14797,46.68845
2016-12-01,Ceel Afweyn,10.14797,46.68845
2017-01-01,Ceel Afweyn,10.14797,46.68845
2017-02-01,Ceel Afweyn,10.14797,46.68845
2017-03-01,Ceel Afweyn,10.14797,46.68845
2017-04-01,Ceel Afweyn,10.14797,46.68845
2017-05-01,Ceel Afweyn,10.14797,46.68845
2017-06-01,Ceel Afweyn,10.14797,46.68845
2017-07-01,Ceel Afweyn,10.14797,46.68845
2017-08-01,Ceel Afweyn,10.14797,46.68845
2017-09-01,Ceel Afweyn,10.14797,46.68845
2017-10-01,Ceel Afweyn,10.14797,46.68845
2017-11-01,Ceel Afweyn,10.14797,46.68845
2017-12-01,Ceel Afweyn,10.14797,46.68845
2018-01-01,Ceel Afweyn,10.14797,46.68845
2018-02-01,Ceel Afweyn,10.14797,46.68845
2018-03-01,Ceel Afweyn,10.14797,46.68845
2018-04-01,Ceel Afweyn,10.14797,46.68845
2018-05-01,Ceel Afweyn,10.14797,46.68845
2018-06-01,Ceel Afweyn,10.14797,46.68845
2018-07-01,Ceel Afweyn,10.14797,46.68845
2018-08-01,Ceel Afweyn,10.14797,46.68845
2018-09-01,Ceel Afweyn,10.14797,46.68845
2018-10-01,Ceel Afweyn,10.14797,46.68845
2018-11-01,Ceel Afweyn,10.14797,46.68845
2018-12-01,Ceel Afweyn,10.14797,46.68845
2019-01-01,Ceel Afweyn,10.14797,46.68845
2019-02-01,Ceel Afweyn,10.14797,46.68845
2019-03-01,Ceel Afweyn,10.14797,46.68845
2019-04-01,Ceel Afweyn,10.14797,46.68845
2019-05-01,Ceel Afweyn,10.14797,46.68845
2019-06-01,Ceel Afweyn,10.14797,46.68845
2019-07-01,Ceel Afweyn,10.14797,46.68845
2019-08-01,Ceel Afweyn,10.14797,46.68845
2019-09-01,Ceel Afweyn,10.14797,46.68845
2019-10-01,Ceel Afweyn,10.14797,46.68845
2019-11-01,Ceel Afweyn,10.14797,46.68845
2019-12-01,Ceel Afweyn,10.14797,46.68845
2020-01-01,Ceel Afweyn,10.14797,46.68845
2020-02-01,Ceel Afweyn,10.14797,46.68845
2016-02-01,Ceel Barde,4.673877,43.99833
2016-03-01,Ceel Barde,4.673877,43.99833
2016-04-01,Ceel Barde,4.673877,43.99833
2016-05-01,Ceel Barde,4.673877,43.99833
2016-06-01,Ceel Barde,4.673877,43.99833
2016-07-01,Ceel Barde,4.673877,43.99833
2016-08-01,Ceel Barde,4.673877,43.99833
2016-09-01,Ceel Barde,4.673877,43.99833
2016-10-01,Ceel Barde,4.673877,43.99833
2016-11-01,Ceel Barde,4.673877,43.99833
2016-12-01,Ceel Barde,4.673877,43.99833
2017-01-01,Ceel Barde,4.673877,43.99833
2017-02-01,Ceel Barde,4.673877,43.99833
2017-03-01,Ceel Barde,4.673877,43.99833
2017-04-01,Ceel Barde,4.673877,43.99833
2017-05-01,Ceel Barde,4.673877,43.99833
2017-06-01,Ceel Barde,4.673877,43.99833
2017-07-01,Ceel Barde,4.673877,43.99833
2017-08-01,Ceel Barde,4.673877,43.99833
2017-09-01,Ceel Barde,4.673877,43.99833
2017-10-01,Ceel Barde,4.673877,43.99833
2017-11-01,Ceel Barde,4.673877,43.99833
2017-12-01,Ceel Barde,4.673877,43.99833
2018-01-01,Ceel Barde,4.673877,43.99833
2018-02-01,Ceel Barde,4.673877,43.99833
2018-03-01,Ceel Barde,4.673877,43.99833
2018-04-01,Ceel Barde,4.673877,43.99833
2018-05-01,Ceel Barde,4.673877,43.99833
2018-06-01,Ceel Barde,4.673877,43.99833
2018-07-01,Ceel Barde,4.673877,43.99833
2018-08-01,Ceel Barde,4.673877,43.99833
2018-09-01,Ceel Barde,4.673877,43.99833
2018-10-01,Ceel Barde,4.673877,43.99833
2018-11-01,Ceel Barde,4.673877,43.99833
2018-12-01,Ceel Barde,4.673877,43.99833
2019-01-01,Ceel Barde,4.673877,43.99833
2019-02-01,Ceel Barde,4.673877,43.99833
2019-03-01,Ceel Barde,4.673877,43.99833
2019-04-01,Ceel Barde,4.673877,43.99833
2019-05-01,Ceel Barde,4.673877,43.99833
2019-06-01,Ceel Barde,4.673877,43.99833
2019-07-01,Ceel Barde,4.673877,43.99833
2019-08-01,Ceel Barde,4.673877,43.99833
2019-09-01,Ceel Barde,4.673877,43.99833
2019-10-01,Ceel Barde,4.673877,43.99833
2019-11-01,Ceel Barde,4.673877,43.99833
2019-12-01,Ceel Barde,4.673877,43.99833
2020-01-01,Ceel Barde,4.673877,43.99833
2020-02-01,Ceel Barde,4.673877,43.99833
2016-02-01,Ceel Buur,4.760488,46.84157
2016-03-01,Ceel Buur,4.760488,46.84157
2016-04-01,Ceel Buur,4.760488,46.84157
2016-05-01,Ceel Buur,4.760488,46.84157
2016-06-01,Ceel Buur,4.760488,46.84157
2016-07-01,Ceel Buur,4.760488,46.84157
2016-08-01,Ceel Buur,4.760488,46.84157
2016-09-01,Ceel Buur,4.760488,46.84157
2016-10-01,Ceel Buur,4.760488,46.84157
2016-11-01,Ceel Buur,4.760488,46.84157
2016-12-01,Ceel Buur,4.760488,46.84157
2017-01-01,Ceel Buur,4.760488,46.84157
2017-02-01,Ceel Buur,4.760488,46.84157
2017-03-01,Ceel Buur,4.760488,46.84157
2017-04-01,Ceel Buur,4.760488,46.84157
2017-05-01,Ceel Buur,4.760488,46.84157
2017-06-01,Ceel Buur,4.760488,46.84157
2017-07-01,Ceel Buur,4.760488,46.84157
2017-08-01,Ceel Buur,4.760488,46.84157
2017-09-01,Ceel Buur,4.760488,46.84157
2017-10-01,Ceel Buur,4.760488,46.84157
2017-11-01,Ceel Buur,4.760488,46.84157
2017-12-01,Ceel Buur,4.760488,46.84157
2018-01-01,Ceel Buur,4.760488,46.84157
2018-02-01,Ceel Buur,4.760488,46.84157
2018-03-01,Ceel Buur,4.760488,46.84157
2018-04-01,Ceel Buur,4.760488,46.84157
2018-05-01,Ceel Buur,4.760488,46.84157
2018-06-01,Ceel Buur,4.760488,46.84157
2018-07-01,Ceel Buur,4.760488,46.84157
2018-08-01,Ceel Buur,4.760488,46.84157
2018-09-01,Ceel Buur,4.760488,46.84157
2018-10-01,Ceel Buur,4.760488,46.84157
2018-11-01,Ceel Buur,4.760488,46.84157
2018-12-01,Ceel Buur,4.760488,46.84157
2019-01-01,Ceel Buur,4.760488,46.84157
2019-02-01,Ceel Buur,4.760488,46.84157
2019-03-01,Ceel Buur,4.760488,46.84157
2019-04-01,Ceel Buur,4.760488,46.84157
2019-05-01,Ceel Buur,4.760488,46.84157
2019-06-01,Ceel Buur,4.760488,46.84157
2019-07-01,Ceel Buur,4.760488,46.84157
2019-08-01,Ceel Buur,4.760488,46.84157
2019-09-01,Ceel Buur,4.760488,46.84157
2019-10-01,Ceel Buur,4.760488,46.84157
2019-11-01,Ceel Buur,4.760488,46.84157
2019-12-01,Ceel Buur,4.760488,46.84157
2020-01-01,Ceel Buur,4.760488,46.84157
2020-02-01,Ceel Buur,4.760488,46.84157
2016-02-01,Ceel Dheer,4.051839,47.04732
2016-03-01,Ceel Dheer,4.051839,47.04732
2016-04-01,Ceel Dheer,4.051839,47.04732
2016-05-01,Ceel Dheer,4.051839,47.04732
2016-06-01,Ceel Dheer,4.051839,47.04732
2016-07-01,Ceel Dheer,4.051839,47.04732
2016-08-01,Ceel Dheer,4.051839,47.04732
2016-09-01,Ceel Dheer,4.051839,47.04732
2016-10-01,Ceel Dheer,4.051839,47.04732
2016-11-01,Ceel Dheer,4.051839,47.04732
2016-12-01,Ceel Dheer,4.051839,47.04732
2017-01-01,Ceel Dheer,4.051839,47.04732
2017-02-01,Ceel Dheer,4.051839,47.04732
2017-03-01,Ceel Dheer,4.051839,47.04732
2017-04-01,Ceel Dheer,4.051839,47.04732
2017-05-01,Ceel Dheer,4.051839,47.04732
2017-06-01,Ceel Dheer,4.051839,47.04732
2017-07-01,Ceel Dheer,4.051839,47.04732
2017-08-01,Ceel Dheer,4.051839,47.04732
2017-09-01,Ceel Dheer,4.051839,47.04732
2017-10-01,Ceel Dheer,4.051839,47.04732
2017-11-01,Ceel Dheer,4.051839,47.04732
2017-12-01,Ceel Dheer,4.051839,47.04732
2018-01-01,Ceel Dheer,4.051839,47.04732
2018-02-01,Ceel Dheer,4.051839,47.04732
2018-03-01,Ceel Dheer,4.051839,47.04732
2018-04-01,Ceel Dheer,4.051839,47.04732
2018-05-01,Ceel Dheer,4.051839,47.04732
2018-06-01,Ceel Dheer,4.051839,47.04732
2018-07-01,Ceel Dheer,4.051839,47.04732
2018-08-01,Ceel Dheer,4.051839,47.04732
2018-09-01,Ceel Dheer,4.051839,47.04732
2018-10-01,Ceel Dheer,4.051839,47.04732
2018-11-01,Ceel Dheer,4.051839,47.04732
2018-12-01,Ceel Dheer,4.051839,47.04732
2019-01-01,Ceel Dheer,4.051839,47.04732
2019-02-01,Ceel Dheer,4.051839,47.04732
2019-03-01,Ceel Dheer,4.051839,47.04732
2019-04-01,Ceel Dheer,4.051839,47.04732
2019-05-01,Ceel Dheer,4.051839,47.04732
2019-06-01,Ceel Dheer,4.051839,47.04732
2019-07-01,Ceel Dheer,4.051839,47.04732
2019-08-01,Ceel Dheer,4.051839,47.04732
2019-09-01,Ceel Dheer,4.051839,47.04732
2019-10-01,Ceel Dheer,4.051839,47.04732
2019-11-01,Ceel Dheer,4.051839,47.04732
2019-12-01,Ceel Dheer,4.051839,47.04732
2020-01-01,Ceel Dheer,4.051839,47.04732
2020-02-01,Ceel Dheer,4.051839,47.04732
2016-02-01,Ceel Waaq,2.678978,41.44526
2016-03-01,Ceel Waaq,2.678978,41.44526
2016-04-01,Ceel Waaq,2.678978,41.44526
2016-05-01,Ceel Waaq,2.678978,41.44526
2016-06-01,Ceel Waaq,2.678978,41.44526
2016-07-01,Ceel Waaq,2.678978,41.44526
2016-08-01,Ceel Waaq,2.678978,41.44526
2016-09-01,Ceel Waaq,2.678978,41.44526
2016-10-01,Ceel Waaq,2.678978,41.44526
2016-11-01,Ceel Waaq,2.678978,41.44526
2016-12-01,Ceel Waaq,2.678978,41.44526
2017-01-01,Ceel Waaq,2.678978,41.44526
2017-02-01,Ceel Waaq,2.678978,41.44526
2017-03-01,Ceel Waaq,2.678978,41.44526
2017-04-01,Ceel Waaq,2.678978,41.44526
2017-05-01,Ceel Waaq,2.678978,41.44526
2017-06-01,Ceel Waaq,2.678978,41.44526
2017-07-01,Ceel Waaq,2.678978,41.44526
2017-08-01,Ceel Waaq,2.678978,41.44526
2017-09-01,Ceel Waaq,2.678978,41.44526
2017-10-01,Ceel Waaq,2.678978,41.44526
2017-11-01,Ceel Waaq,2.678978,41.44526
2017-12-01,Ceel Waaq,2.678978,41.44526
2018-01-01,Ceel Waaq,2.678978,41.44526
2018-02-01,Ceel Waaq,2.678978,41.44526
2018-03-01,Ceel Waaq,2.678978,41.44526
2018-04-01,Ceel Waaq,2.678978,41.44526
2018-05-01,Ceel Waaq,2.678978,41.44526
2018-06-01,Ceel Waaq,2.678978,41.44526
2018-07-01,Ceel Waaq,2.678978,41.44526
2018-08-01,Ceel Waaq,2.678978,41.44526
2018-09-01,Ceel Waaq,2.678978,41.44526
2018-10-01,Ceel Waaq,2.678978,41.44526
2018-11-01,Ceel Waaq,2.678978,41.44526
2018-12-01,Ceel Waaq,2.678978,41.44526
2019-01-01,Ceel Waaq,2.678978,41.44526
2019-02-01,Ceel Waaq,2.678978,41.44526
2019-03-01,Ceel Waaq,2.678978,41.44526
2019-04-01,Ceel Waaq,2.678978,41.44526
2019-05-01,Ceel Waaq,2.678978,41.44526
2019-06-01,Ceel Waaq,2.678978,41.44526
2019-07-01,Ceel Waaq,2.678978,41.44526
2019-08-01,Ceel Waaq,2.678978,41.44526
2019-09-01,Ceel Waaq,2.678978,41.44526
2019-10-01,Ceel Waaq,2.678978,41.44526
2019-11-01,Ceel Waaq,2.678978,41.44526
2019-12-01,Ceel Waaq,2.678978,41.44526
2020-01-01,Ceel Waaq,2.678978,41.44526
2020-02-01,Ceel Waaq,2.678978,41.44526
2016-02-01,Ceerigaabo,10.29076,47.8071
2016-03-01,Ceerigaabo,10.29076,47.8071
2016-04-01,Ceerigaabo,10.29076,47.8071
2016-05-01,Ceerigaabo,10.29076,47.8071
2016-06-01,Ceerigaabo,10.29076,47.8071
2016-07-01,Ceerigaabo,10.29076,47.8071
2016-08-01,Ceerigaabo,10.29076,47.8071
2016-09-01,Ceerigaabo,10.29076,47.8071
2016-10-01,Ceerigaabo,10.29076,47.8071
2016-11-01,Ceerigaabo,10.29076,47.8071
2016-12-01,Ceerigaabo,10.29076,47.8071
2017-01-01,Ceerigaabo,10.29076,47.8071
2017-02-01,Ceerigaabo,10.29076,47.8071
2017-03-01,Ceerigaabo,10.29076,47.8071
2017-04-01,Ceerigaabo,10.29076,47.8071
2017-05-01,Ceerigaabo,10.29076,47.8071
2017-06-01,Ceerigaabo,10.29076,47.8071
2017-07-01,Ceerigaabo,10.29076,47.8071
2017-08-01,Ceerigaabo,10.29076,47.8071
2017-09-01,Ceerigaabo,10.29076,47.8071
2017-10-01,Ceerigaabo,10.29076,47.8071
2017-11-01,Ceerigaabo,10.29076,47.8071
2017-12-01,Ceerigaabo,10.29076,47.8071
2018-01-01,Ceerigaabo,10.29076,47.8071
2018-02-01,Ceerigaabo,10.29076,47.8071
2018-03-01,Ceerigaabo,10.29076,47.8071
2018-04-01,Ceerigaabo,10.29076,47.8071
2018-05-01,Ceerigaabo,10.29076,47.8071
2018-06-01,Ceerigaabo,10.29076,47.8071
2018-07-01,Ceerigaabo,10.29076,47.8071
2018-08-01,Ceerigaabo,10.29076,47.8071
2018-09-01,Ceerigaabo,10.29076,47.8071
2018-10-01,Ceerigaabo,10.29076,47.8071
2018-11-01,Ceerigaabo,10.29076,47.8071
2018-12-01,Ceerigaabo,10.29076,47.8071
2019-01-01,Ceerigaabo,10.29076,47.8071
2019-02-01,Ceerigaabo,10.29076,47.8071
2019-03-01,Ceerigaabo,10.29076,47.8071
2019-04-01,Ceerigaabo,10.29076,47.8071
2019-05-01,Ceerigaabo,10.29076,47.8071
2019-06-01,Ceerigaabo,10.29076,47.8071
2019-07-01,Ceerigaabo,10.29076,47.8071
2019-08-01,Ceerigaabo,10.29076,47.8071
2019-09-01,Ceerigaabo,10.29076,47.8071
2019-10-01,Ceerigaabo,10.29076,47.8071
2019-11-01,Ceerigaabo,10.29076,47.8071
2019-12-01,Ceerigaabo,10.29076,47.8071
2020-01-01,Ceerigaabo,10.29076,47.8071
2020-02-01,Ceerigaabo,10.29076,47.8071
2016-02-01,Dhuusamarreeb,5.441128,46.68405
2016-03-01,Dhuusamarreeb,5.441128,46.68405
2016-04-01,Dhuusamarreeb,5.441128,46.68405
2016-05-01,Dhuusamarreeb,5.441128,46.68405
2016-06-01,Dhuusamarreeb,5.441128,46.68405
2016-07-01,Dhuusamarreeb,5.441128,46.68405
2016-08-01,Dhuusamarreeb,5.441128,46.68405
2016-09-01,Dhuusamarreeb,5.441128,46.68405
2016-10-01,Dhuusamarreeb,5.441128,46.68405
2016-11-01,Dhuusamarreeb,5.441128,46.68405
2016-12-01,Dhuusamarreeb,5.441128,46.68405
2017-01-01,Dhuusamarreeb,5.441128,46.68405
2017-02-01,Dhuusamarreeb,5.441128,46.68405
2017-03-01,Dhuusamarreeb,5.441128,46.68405
2017-04-01,Dhuusamarreeb,5.441128,46.68405
2017-05-01,Dhuusamarreeb,5.441128,46.68405
2017-06-01,Dhuusamarreeb,5.441128,46.68405
2017-07-01,Dhuusamarreeb,5.441128,46.68405
2017-08-01,Dhuusamarreeb,5.441128,46.68405
2017-09-01,Dhuusamarreeb,5.441128,46.68405
2017-10-01,Dhuusamarreeb,5.441128,46.68405
2017-11-01,Dhuusamarreeb,5.441128,46.68405
2017-12-01,Dhuusamarreeb,5.441128,46.68405
2018-01-01,Dhuusamarreeb,5.441128,46.68405
2018-02-01,Dhuusamarreeb,5.441128,46.68405
2018-03-01,Dhuusamarreeb,5.441128,46.68405
2018-04-01,Dhuusamarreeb,5.441128,46.68405
2018-05-01,Dhuusamarreeb,5.441128,46.68405
2018-06-01,Dhuusamarreeb,5.441128,46.68405
2018-07-01,Dhuusamarreeb,5.441128,46.68405
2018-08-01,Dhuusamarreeb,5.441128,46.68405
2018-09-01,Dhuusamarreeb,5.441128,46.68405
2018-10-01,Dhuusamarreeb,5.441128,46.68405
2018-11-01,Dhuusamarreeb,5.441128,46.68405
2018-12-01,Dhuusamarreeb,5.441128,46.68405
2019-01-01,Dhuusamarreeb,5.441128,46.68405
2019-02-01,Dhuusamarreeb,5.441128,46.68405
2019-03-01,Dhuusamarreeb,5.441128,46.68405
2019-04-01,Dhuusamarreeb,5.441128,46.68405
2019-05-01,Dhuusamarreeb,5.441128,46.68405
2019-06-01,Dhuusamarreeb,5.441128,46.68405
2019-07-01,Dhuusamarreeb,5.441128,46.68405
2019-08-01,Dhuusamarreeb,5.441128,46.68405
2019-09-01,Dhuusamarreeb,5.441128,46.68405
2019-10-01,Dhuusamarreeb,5.441128,46.68405
2019-11-01,Dhuusamarreeb,5.441128,46.68405
2019-12-01,Dhuusamarreeb,5.441128,46.68405
2020-01-01,Dhuusamarreeb,5.441128,46.68405
2020-02-01,Dhuusamarreeb,5.441128,46.68405
2016-02-01,Diinsoor,2.102024,42.90189
2016-03-01,Diinsoor,2.102024,42.90189
2016-04-01,Diinsoor,2.102024,42.90189
2016-05-01,Diinsoor,2.102024,42.90189
2016-06-01,Diinsoor,2.102024,42.90189
2016-07-01,Diinsoor,2.102024,42.90189
2016-08-01,Diinsoor,2.102024,42.90189
2016-09-01,Diinsoor,2.102024,42.90189
2016-10-01,Diinsoor,2.102024,42.90189
2016-11-01,Diinsoor,2.102024,42.90189
2016-12-01,Diinsoor,2.102024,42.90189
2017-01-01,Diinsoor,2.102024,42.90189
2017-02-01,Diinsoor,2.102024,42.90189
2017-03-01,Diinsoor,2.102024,42.90189
2017-04-01,Diinsoor,2.102024,42.90189
2017-05-01,Diinsoor,2.102024,42.90189
2017-06-01,Diinsoor,2.102024,42.90189
2017-07-01,Diinsoor,2.102024,42.90189
2017-08-01,Diinsoor,2.102024,42.90189
2017-09-01,Diinsoor,2.102024,42.90189
2017-10-01,Diinsoor,2.102024,42.90189
2017-11-01,Diinsoor,2.102024,42.90189
2017-12-01,Diinsoor,2.102024,42.90189
2018-01-01,Diinsoor,2.102024,42.90189
2018-02-01,Diinsoor,2.102024,42.90189
2018-03-01,Diinsoor,2.102024,42.90189
2018-04-01,Diinsoor,2.102024,42.90189
2018-05-01,Diinsoor,2.102024,42.90189
2018-06-01,Diinsoor,2.102024,42.90189
2018-07-01,Diinsoor,2.102024,42.90189
2018-08-01,Diinsoor,2.102024,42.90189
2018-09-01,Diinsoor,2.102024,42.90189
2018-10-01,Diinsoor,2.102024,42.90189
2018-11-01,Diinsoor,2.102024,42.90189
2018-12-01,Diinsoor,2.102024,42.90189
2019-01-01,Diinsoor,2.102024,42.90189
2019-02-01,Diinsoor,2.102024,42.90189
2019-03-01,Diinsoor,2.102024,42.90189
2019-04-01,Diinsoor,2.102024,42.90189
2019-05-01,Diinsoor,2.102024,42.90189
2019-06-01,Diinsoor,2.102024,42.90189
2019-07-01,Diinsoor,2.102024,42.90189
2019-08-01,Diinsoor,2.102024,42.90189
2019-09-01,Diinsoor,2.102024,42.90189
2019-10-01,Diinsoor,2.102024,42.90189
2019-11-01,Diinsoor,2.102024,42.90189
2019-12-01,Diinsoor,2.102024,42.90189
2020-01-01,Diinsoor,2.102024,42.90189
2020-02-01,Diinsoor,2.102024,42.90189
2016-02-01,Doolow,4.002533000000001,42.1408
2016-03-01,Doolow,4.002533000000001,42.1408
2016-04-01,Doolow,4.002533000000001,42.1408
2016-05-01,Doolow,4.002533000000001,42.1408
2016-06-01,Doolow,4.002533000000001,42.1408
2016-07-01,Doolow,4.002533000000001,42.1408
2016-08-01,Doolow,4.002533000000001,42.1408
2016-09-01,Doolow,4.002533000000001,42.1408
2016-10-01,Doolow,4.002533000000001,42.1408
2016-11-01,Doolow,4.002533000000001,42.1408
